avgoverallcompanyrating,descriptionLengthChars,clicks,JobCategory
0,808,39,35
0,521,27,9
0,1978,27,1
50,1442,27,11
39,1598,15,23
0,444,39,31
0,94,107,9
0,2142,83,8
42,256,39,27
0,4125,15,33
0,687,39,23
0,742,19,54
0,1110,83,7
0,215,27,5
0,3846,39,12
0,2228,27,21
40,223,27,35
0,681,23,12
0,1961,35,45
44,2938,15,11
24,3232,27,14
0,481,23,47
0,2272,19,35
0,402,35,7
0,430,47,14
0,940,23,27
0,884,31,42
0,1703,27,12
0,839,39,1
0,4481,99,14
0,313,23,37
0,2141,19,2
0,2029,27,1
0,761,31,3
41,758,47,2
0,1084,23,9
0,3264,35,27
0,2296,243,20
0,929,31,40
40,475,47,40
0,1849,47,2
0,1106,27,13
0,824,23,38
0,1114,43,22
0,2963,203,7
0,2144,27,34
0,3530,23,17
37,1586,35,3
0,1961,23,21
30,1246,47,27
0,2932,31,4
0,4192,39,12
0,851,43,14
0,112,35,43
0,7687,27,11
0,359,31,49
50,1860,31,35
0,799,15,22
0,206,47,35
36,3242,27,10
39,1402,31,6
0,1041,35,7
31,576,43,23
0,652,39,22
0,3237,27,23
0,406,39,22
0,303,23,9
44,6786,27,14
42,2755,27,2
0,2126,35,40
0,3446,27,5
38,326,31,14
39,3387,31,18
0,4755,19,2
0,78,39,2
0,1463,27,8
0,1619,23,42
39,2239,35,27
0,1323,35,34
0,989,23,31
42,3587,31,23
0,1673,23,9
0,865,19,19
45,358,59,13
37,4557,23,10
0,678,31,18
32,1265,35,11
24,949,31,49
35,278,31,14
40,1591,27,48
37,2109,35,24
29,1574,35,3
0,349,199,41
40,488,31,14
0,537,23,14
0,731,27,37
35,6351,39,40
0,3851,43,9
0,1951,19,23
10,1315,31,50
0,600,31,2
0,534,63,10
0,2585,47,7
0,752,19,5
0,2076,35,13
0,648,23,3
28,3444,27,9
0,3274,39,50
0,1398,31,22
0,1004,35,35
38,622,47,6
0,350,27,43
32,3684,23,14
43,377,23,12
45,5522,27,7
0,2296,31,37
0,3208,23,27
0,1140,19,14
0,1800,19,23
0,2744,31,10
20,2747,23,5
0,3547,35,6
0,702,35,18
0,637,31,45
0,1635,31,41
40,1378,39,45
0,2552,31,37
46,1667,23,35
42,343,31,10
0,2878,19,27
0,475,31,14
0,1143,23,56
37,1104,19,2
34,749,23,14
0,1577,35,3
0,3756,35,11
0,1618,39,4
22,871,31,18
40,2309,23,14
0,2558,35,26
0,1661,39,2
0,607,27,27
0,1072,27,4
0,249,39,29
0,3196,15,14
0,461,23,4
0,3063,47,31
34,282,39,9
0,639,15,10
0,484,27,40
0,918,23,14
38,1525,35,23
37,1800,43,14
0,1544,43,14
0,1695,31,3
0,485,35,4
0,331,27,4
0,2814,35,14
28,2258,27,26
0,922,19,5
0,1013,31,5
0,519,35,22
0,1360,31,8
0,297,23,43
0,3827,23,3
0,2003,31,15
0,586,27,5
0,922,31,5
0,1453,27,14
0,408,31,48
35,4846,27,12
50,2467,27,2
29,1838,23,43
0,1992,31,25
0,607,27,25
34,1992,19,11
43,1555,83,11
0,195,439,42
37,2226,27,5
0,1572,23,18
0,697,31,45
0,3999,27,27
0,1694,39,37
0,449,35,27
32,1756,31,42
0,2578,27,41
0,401,19,12
25,6315,59,14
34,2171,31,19
35,2106,27,23
0,315,23,1
10,1655,39,17
0,1113,43,9
0,2350,35,27
0,354,43,13
0,312,19,10
0,120,39,4
0,2701,19,2
36,1634,39,36
29,1649,31,11
0,3035,27,48
0,182,35,4
38,1234,31,19
35,1825,31,4
0,3572,19,14
0,3343,31,46
0,1513,35,37
0,929,19,47
0,700,31,12
0,1082,35,41
0,2185,71,13
0,1232,35,37
0,1952,39,5
0,209,23,24
0,294,47,23
0,3333,31,5
0,177,27,46
0,1083,35,19
0,214,43,55
36,1888,35,13
36,55,15,19
38,1913,27,49
10,1438,15,28
0,327,31,12
0,2431,23,2
0,1548,47,9
0,2091,119,29
42,482,31,37
0,1315,23,37
37,943,23,47
0,705,23,47
0,794,47,4
0,934,23,43
0,1017,27,42
36,654,31,15
0,2399,47,7
0,379,23,6
0,461,27,4
0,518,35,23
0,3157,35,31
38,1133,35,35
30,7633,31,11
0,774,31,34
40,2564,19,47
36,1362,23,9
32,3595,39,14
0,279,23,2
0,1022,95,10
0,2873,39,8
0,31,35,12
36,3129,27,14
40,930,35,10
0,288,39,14
10,429,35,50
36,711,27,23
0,465,31,10
0,1293,27,14
24,3161,43,4
0,1336,23,5
36,1044,27,25
32,1378,43,17
28,1085,19,43
36,745,31,8
0,2904,27,17
0,2385,23,49
0,1010,27,27
43,2226,19,14
0,2228,31,14
50,2041,43,12
0,526,263,28
31,2274,23,3
0,4731,27,5
0,935,31,36
0,3623,71,45
30,760,27,3
31,2680,31,9
